v /VOUT; pac dB20(V) (harmonic=0) X,v /VOUT; pac dB20(V) (harmonic=0) Y
1,6.705571739954785
1.0471285480509,6.705571937957114
1.096478196143185,6.705572155068202
1.148153621496883,6.705572393131797
1.202264434617413,6.705572654169744
1.258925411794168,6.705572940398651
1.318256738556407,6.705573254249365
1.380384264602885,6.705573598387245
1.445439770745928,6.70557397573412
1.513561248436209,6.705574389494888
1.584893192461114,6.705574843182596
1.659586907437562,6.705575340649562
1.737800828749376,6.705575886119725
1.819700858609985,6.705576484225274
1.905460717963249,6.705577140044101
1.995262314968881,6.705577859144848
2.089296130854041,6.705578647632843
2.187761623949555,6.705579512202757
2.290867652767775,6.705580460195106
2.398832919019493,6.705581499658305
2.511886431509583,6.705582639417482
2.630267991895385,6.70558388914894
2.75422870333817,6.705585259462557
2.884031503126609,6.705586761991524
3.01995172040202,6.705588409491426
3.162277660168384,6.705590215948297
3.311311214825916,6.705592196696806
3.467368504525322,6.7055943685516
3.630780547701019,6.705596749948696
3.801893963205618,6.70559936110217
3.981071705534979,6.70560222417608
4.168693834703362,6.705605363472037
4.365158322401668,6.705608805636224
4.57088189614876,6.705612579882814
4.786300923226394,6.705616718245091
5.011872336272734,6.70562125584484
5.248074602497739,6.705626231190482
5.495408738576259,6.70563168650364
5.754399373371584,6.705637668077243
6.025595860743593,6.705644226667205
6.309573444801949,6.705651417922699
6.606934480075978,6.705659302857418
6.918309709189384,6.705667948366706
7.244359600749922,6.705677427793281
7.585775750291861,6.705687821548035
7.94328234724284,6.705699217790723
8.317637711026737,6.705711713175949
8.709635899560835,6.70572541366969
9.120108393559129,6.70574043544573
9.549925860214392,6.705756905866873
10.00000000000004,6.705774964560264
10.47128548050903,6.705794789881967
10.96478196143189,6.705816500429589
11.48153621496887,6.705840304148458
12.02264434617418,6.705866402696344
12.58925411794172,6.705895017128009
13.18256738556412,6.705926389755245
13.8038426460289,6.705960786184049
14.45439770745934,6.705998497543634
15.13561248436215,6.706039842929956
15.8489319246112,6.706085172077632
16.59586907437568,6.706134868288032
17.37800828749383,6.706189351631004
18.19700858609992,6.706249082448991
19.05460717963256,6.706314565193279
19.95262314968889,6.706386352614965
20.8929613085405,6.706465050352268
21.87761623949564,6.706551321942245
22.90867652767785,6.706645894300719
23.98832919019503,6.70674956370632
25.11886431509593,6.706863202336944
26.30267991895396,6.706987765407096
27.54228703338181,6.707124298951679
28.84031503126622,6.707273948319575
30.19951720402033,6.707437967428891
31.62277660168397,6.707617728851282
33.1131121482593,6.707814734787782
34.67368504525336,6.708030629010507
36.30780547701035,6.708267209838866
38.01893963205634,6.708526444233591
39.81071705534996,6.708810483079222
41.68693834703379,6.709121677746362
43.65158322401686,6.709462598007134
45.70881896148778,6.709836051393196
47.86300923226413,6.710245104068563
50.11872336272754,6.710693103302081
52.48074602497758,6.711183701598419
54.9540873857628,6.711720882552398
57.54399373371606,6.712308988464741
60.25595860743616,6.712952749739919
63.09573444801973,6.713657316060878
66.06934480076004,6.714428289290582
69.18309709189411,6.715271758006923
72.44359600749949,6.716194333514805
75.85775750291889,6.717203187091634
79.43282347242869,6.71830608812959
83.17637711026768,6.719511442702889
87.09635899560868,6.720828331931706
91.20108393559163,6.722266549310369
95.49925860214428,6.723836635922751
100.0000000000007,6.725549912154456
104.7128548050907,6.727418504130353
109.6478196143193,6.729455386212113
114.8153621496891,6.731674297693427
120.2264434617422,6.734089871959625
125.8925411794177,6.736717525366636
131.8256738556417,6.739573431230152
138.0384264602895,6.742674441811701
144.5439770745939,6.746037971237552
151.356124843622,6.749681828917837
158.4893192461126,6.753623990602467
165.9586907437574,6.757882291238175
173.7800828749389,6.762474020164707
181.9700858609998,6.767415394760842
190.5460717963263,6.772720883264043
199.5262314968896,6.778402340935874
208.9296130854057,6.784467915794819
218.7761623949571,6.790920670524409
229.0867652767792,6.79775685557899
239.8832919019511,6.804963754604799
251.1886431509601,6.812517006718549
263.0267991895404,6.820377290595382
275.422870333819,6.828486232370963
288.4031503126631,6.836761372937302
301.9951720402042,6.845090000328051
316.2277660168407,6.853321620097946
331.131121482594,6.861258802154654
346.7368504525347,6.86864610883521
363.0780547701045,6.875156780407531
380.1893963205646,6.880376837554185
398.1071705535009,6.88378626660966
416.8693834703392,6.884736998512873
436.51583224017,6.882427499772269
457.0881896148792,6.875873994855609
478.6300923226428,6.863878675205731
501.187233627277,6.844995769125256
524.8074602497775,6.817497099569993
549.5408738576297,6.779339782403452
575.4399373371623,6.728140018425598
602.5595860743634,6.661158435332655
630.9573444801993,6.575303939481543
660.6934480076023,6.467164159339608
691.8309709189432,6.333070713873593
724.4359600749972,6.169205978865852
758.5775750291913,5.97175405183767
794.3282347242895,5.73709193166978
831.7637711026795,5.462008088894949
870.9635899560895,5.143926351667867
912.0108393559192,4.781106173111811
954.992586021446,4.372788904459238
1000.000000000011,3.919265539995036
1047.128548050911,3.421853970005642
1096.478196143197,2.882789854561103
1148.153621496895,2.305050087424909
1202.264434617426,1.692137260307123
1258.925411794181,1.04785562150788
1318.256738556422,0.3761045220871181
1380.3842646029,-0.3192931089687481
1445.439770745944,-1.034719058839183
1513.561248436225,-1.766844590808615
1584.893192461132,-2.512676695684935
1659.58690743758,-3.269573549764543
1737.800828749396,-4.035237499476886
1819.700858610005,-4.8076931690545
1905.460717963269,-5.585256913694127
1995.262314968903,-6.366502302635947
2089.296130854064,-7.15022490013126
2187.761623949578,-7.935408447375822
2290.8676527678,-8.721193743232849
2398.832919019519,-9.506850360594417
2511.88643150961,-10.29175247002129
2630.267991895414,-11.07535726808868
2754.2287033382,-11.85718680895404
2884.031503126641,-12.636812541194
3019.951720402054,-13.41384230004344
3162.277660168419,-14.18790945632179
3311.311214825952,-14.9586639583898
3467.36850452536,-15.72576504960254
3630.780547701059,-16.48887549610112
3801.89396320566,-17.24765721593211
3981.071705535023,-18.00176825949631
4168.693834703407,-18.75086115335282
4365.158322401716,-19.49458268515492
4570.88189614881,-20.23257527806821
4786.300923226446,-20.96448017946548
5011.872336272789,-21.68994277177644
5248.074602497795,-22.40862040313858
5495.408738576319,-23.12019323070995
5754.399373371646,-23.82437866684335
6025.595860743659,-24.52095011119864
6309.573444802018,-25.20976072890961
6606.934480076051,-25.89077307769729
6918.309709189461,-26.56409536710096
7244.359600750002,-27.23002500949661
7585.775750291944,-27.88909983737014
7943.282347242927,-28.54215683782271
8317.637711026828,-29.1903973993975
8709.63589956093,-29.83545677614284
9120.108393559227,-30.47947366458534
9549.925860214496,-31.12515344353015
10000.00000000014,-31.77581587788385
10471.28548050915,-32.43541533738841
10964.78196143201,-33.10851962023659
11481.53621496899,-33.80023353337587
12022.6443461743,-34.51605699162518
12589.25411794186,-35.26167587255624
13182.56738556427,-36.04269741382468
13803.84264602905,-36.86435928733454
14454.39770745949,-37.73125256021149
15135.61248436231,-38.64711922629584
15848.93192461137,-39.61476031067636
16595.86907437586,-40.63609240055506
17378.00828749402,-41.71235315533107
18197.00858610011,-42.84443524239742
19054.60717963276,-44.03331307451241
19952.6231496891,-45.28052740303509
20892.96130854071,-46.5887091981362
21877.61623949586,-47.96214627832066
22908.67652767809,-49.40744694074692
23988.32919019528,-50.934379589428
25118.86431509619,-52.55705999594127
26302.67991895423,-54.29576477245855
27542.2870333821,-56.17987472066191
28840.31503126652,-58.25287208167826
30199.51720402065,-60.58106336077194
31622.7766016843,-63.26840462547214
33113.11214825964,-66.47401796242237
34673.68504525373,-70.34592671690343
36307.80547701073,-74.03400700990443
38018.93963205674,-73.6758559372532
39810.71705535037,-70.64575894237792
41686.93834703422,-67.98314416122504
43651.58322401731,-65.90888937257239
45708.81896148826,-64.22853525372994
47863.00923226463,-62.79030147656488
50118.72336272807,-61.49652529330929
52480.74602497814,-60.28589312630806
54954.08738576339,-59.12097393583156
57543.99373371667,-57.98030547362052
60255.95860743681,-56.8529469442716
63095.73444802041,-55.73446912608817
66069.34480076074,-54.62395759316819
69183.09709189484,-53.52176009138992
72443.59600750027,-52.42750697015591
75857.7575029197,-51.33703746855229
79432.82347242955,-50.23336402382283
83176.37711026857,-49.05663656696533
87096.35899560961,-47.65659244550457
91201.0839355926,-45.88767410782765
95499.2586021453,-43.26799026890448
100000,-33.10190829679536
