nmos-gmid-idw (L_sweep=2e-06) X,nmos-gmid-idw (L_sweep=2e-06) Y,nmos-gmid-idw (L_sweep=4e-06) X,nmos-gmid-idw (L_sweep=4e-06) Y,nmos-gmid-idw (L_sweep=6e-06) X,nmos-gmid-idw (L_sweep=6e-06) Y,nmos-gmid-idw (L_sweep=8e-06) X,nmos-gmid-idw (L_sweep=8e-06) Y,nmos-gmid-idw (L_sweep=1e-05) X,nmos-gmid-idw (L_sweep=1e-05) Y,nmos-gmid-idw (L_sweep=1.2e-05) X,nmos-gmid-idw (L_sweep=1.2e-05) Y,nmos-gmid-idw (L_sweep=1.4e-05) X,nmos-gmid-idw (L_sweep=1.4e-05) Y,nmos-gmid-idw (L_sweep=1.6e-05) X,nmos-gmid-idw (L_sweep=1.6e-05) Y,nmos-gmid-idw (L_sweep=1.8e-05) X,nmos-gmid-idw (L_sweep=1.8e-05) Y,nmos-gmid-idw (L_sweep=2e-05) X,nmos-gmid-idw (L_sweep=2e-05) Y
2.175916064972027e-06,32.14504929732514,1.571212621397431e-06,32.37090661130988,1.251323912644128e-06,32.44516641184124,1.059896614637897e-06,32.48205260252094,9.332753437299074e-07,32.50409727857813,8.416403318121435e-07,32.50324969812203,7.738128454376583e-07,32.50262968557299,7.215902797706629e-07,32.50215639926482,6.801468860246628e-07,32.50178324774744,6.46459474572358e-07,32.50148148329691
4.311720080016486e-06,32.11951269045901,3.018645042959531e-06,32.3398744270999,2.326746159902394e-06,32.41184917088601,1.911232024076053e-06,32.44748093743944,1.635902905564993e-06,32.46873238691469,1.436006857004043e-06,32.46745432387139,1.288044959025553e-06,32.46651934512465,1.17412179738251e-06,32.46580559337087,1.083709963408307e-06,32.46524283062842,1.010214724342328e-06,32.4647877151692
8.94899968751824e-06,32.08111678999626,6.185606423578063e-06,32.2930915541077,4.690234538263581e-06,32.36157885731651,3.789120601631853e-06,32.39529631224786,3.191019220930377e-06,32.41533735733042,2.755415897562084e-06,32.41340661818071,2.432999383853523e-06,32.41199413238796,2.184760954621107e-06,32.41091583749925,1.987755432564453e-06,32.41006563609786,1.827610411430645e-06,32.40937805659254
1.897152377438136e-05,32.02325995922907,1.30705794488597e-05,32.22245948151056,9.842334853697355e-06,32.28563992716393,7.890663454254816e-06,32.31644601628919,6.593235881012775e-06,32.33464687614629,5.645432994934464e-06,32.33173080509943,4.943973227928673e-06,32.32959754816645,4.403934048454089e-06,32.32796905827653,3.975372182434508e-06,32.32668507194108,3.627008243252014e-06,32.32564669645297
4.055606431176412e-05,31.93604544207294,2.796843898669454e-05,32.11589347661009,2.101081002299373e-05,32.17105568220159,1.679198819846637e-05,32.19746850242765,1.398345412217861e-05,32.21289461016249,1.192583400937825e-05,32.2085040849065,1.040324726944084e-05,32.2052925773904,9.231175790475933e-06,32.20284119096766,8.301132209616119e-06,32.2009085240624,7.545184483114039e-06,32.1993456385208
8.685816411115618e-05,31.80485674755965,6.004586834429976e-05,31.95570841115299,4.508751821700183e-05,31.99682827366474,3.599425749072841e-05,32.01565013430621,2.993365607297368e-05,32.02632197079046,2.548177843638551e-05,32.01975975114686,2.218828793851965e-05,32.01496088895669,1.965344688712951e-05,32.01129850962131,1.764232208407919e-05,32.00841149707137,1.60078478219862e-05,32.00607711808669
0.0001856364586204958,31.59352315664468,0.0001286337902148801,31.69537204509605,9.659683001090196e-05,31.71905240917018,7.708629274793333e-05,31.72839773643752,6.407261816270316e-05,31.7331068301894,5.449220929423206e-05,31.72343207319199,4.740714707023114e-05,31.71635995190293,4.195555993848886e-05,31.71096431084829,3.763120580228904e-05,31.7067119797954,3.411732154410072e-05,31.70327426803268
0.0003946034272302291,31.28226413654527,0.0002738375627790235,31.32348219005725,0.0002056340546871621,31.3227170510915,0.0001640619148460102,31.31883674640987,0.0001363255659161198,31.31525374427466,0.000115871945615841,31.30128816463581,0.0001007535025975242,31.29108600571751,8.912509837020261e-05,31.28330598140311,7.990386686329187e-05,31.27717672528434,7.24126765253489e-05,31.27222307144688
0.000831621082528854,30.84028088632437,0.0005770660642053165,30.79911775390856,0.0004331127575218099,30.7658285464008,0.0003454055641750082,30.74451954772695,0.0002869131437456143,30.7300693788491,0.0002437357277331083,30.7105358286633,0.0002118439571966276,30.69627932369131,0.0001873275108690156,30.68541492330043,0.0001678942943557725,30.67686021515172,0.0001521123310655096,30.6699491784181
0.001730945257209309,30.2244835733556,0.001198410932242139,30.07892135008159,0.000898271890539182,30.00570655964675,0.0007157854284094372,29.96330511415881,0.0005942418526303956,29.93580991710132,0.0005045105274828932,29.90966589197312,0.0004382985137904319,29.89060833615644,0.0003874360431294211,29.87609842964425,0.0003471422065812795,29.8646811835101,0.0003144338612248492,29.85546267976013
0.003541305911369528,29.39399453594442,0.002439743120823551,29.12880784236332,0.001824510134921794,29.01187091906612,0.001451949863729613,28.94681942516941,0.001204380087297727,28.90546892971195,0.00102176737043041,28.87238994559653,0.0008871916534625319,28.84831257268952,0.000783911828035727,28.83000040388143,0.0007021521563132386,28.81560311087592,0.0006358227133893824,28.80398594120122
0.007082095701252581,28.32431817844713,0.004841093639535971,27.93939678013243,0.00360830125605502,27.78109043692727,0.00286625211144594,27.69507921543324,0.002374783154957416,27.64105813041065,0.002012938648798058,27.60173750401763,0.001746696526781172,27.5731580690022,0.001542605834577676,27.55144442612388,0.001381184715586943,27.53438624405574,0.001250320597961884,27.52063042534939
0.01376505909639422,27.02138975194795,0.009310912534655873,26.53368832459386,0.0069106149714121,26.34146791051521,0.005476949243776238,26.23848564086785,0.004531363108115624,26.17425424094876,0.003837055061224825,26.13007814055234,0.003327109285197324,26.09800327292452,0.00293672384092154,26.07365207682516,0.002628271822621826,26.05453240639176,0.002378412047783027,26.03912071458081
0.02586711957868781,25.52228998461758,0.01727628994233158,24.95556641216401,0.01275938698058408,24.73700144223591,0.01008571653829228,24.62064415495254,0.008330746548199441,24.54828543894789,0.007046503129152166,24.5006599985125,0.00610512759371348,24.46610236866138,0.005385509380254713,24.43987771746258,0.004817556695742198,24.41929359649169,0.004357896104658941,24.40270538793578
0.04680475886487313,23.87897123822266,0.03081504040910634,23.2518644900296,0.02263351384502141,23.012165227129,0.01783850857727346,22.88493612534025,0.01470775427139957,22.80594381304293,0.01242591652791228,22.75630882268981,0.01075675672733641,22.72031656722557,0.009482746519502214,22.69301597042089,0.008478424339820866,22.67159473601636,0.007666352989487672,22.65433647177406
0.08131687332132753,22.14627298071585,0.05270859089596447,21.4754920932676,0.03848512243687666,21.2212496391789,0.03023667083574171,21.08688004442024,0.02488141619473663,21.00367290427334,0.02099611019260374,20.95404971042421,0.01816001109924032,20.91810024238835,0.01599867837703545,20.89085092000285,0.01429689601618287,20.86948103573528,0.01292217340564822,20.85227108426335
0.1354590623150907,20.38809410493835,0.08637796606889002,19.69740115851281,0.06268127124846413,19.43881930077542,0.04908722333797575,19.302963711085,0.04031231175457284,19.21912661975071,0.03397784334381569,19.17183350725932,0.02936343991403491,19.13760563001965,0.02585219874557189,19.11167963558941,0.02309072705349138,19.09135838572765,0.02086201544646949,19.07499969391629
0.2164118413300389,18.67646586783514,0.135739967227915,17.9921565112972,0.09789869740382362,17.73919045208164,0.07642072701642355,17.60702401899825,0.06263542845222883,17.52572000898003,0.0527359351067116,17.48240551124027,0.0455382772194985,17.4510779838813,0.04006902217117322,17.42736022039345,0.03577225472234579,17.40877647057154,0.0323073914297049,17.39382059295106
0.3322072195796012,17.06941895659638,0.2050423173139477,16.40946768461285,0.1470084233688981,16.16799433964684,0.1144027845116085,16.04238660182938,0.09358845328222187,15.96530912476575,0.07871963524508713,15.92654508504888,0.06792740857040254,15.89851717928121,0.05973708114224954,15.87730218125516,0.0533087878050083,15.86068218471037,0.04812904596032906,15.84730840507154
0.4914167643321835,15.59383319737427,0.2986743759372351,14.9656004754004,0.212942012332897,14.73771075757578,0.1652309392706053,14.61961612771059,0.1349279761532665,14.54730581303987,0.1133925251039296,14.51292834621085,0.09778511965774893,14.48807485851509,0.0859536971354604,14.46926436983246,0.07667557317861948,14.45452919974379,0.06920457359191141,14.44267285171247
0.7027379082220823,14.25023718523097,0.4209242731401744,13.65565305810644,0.298523749708946,13.44187337967769,0.2310070578537117,13.33151569939592,0.1883266951648662,13.26409148446293,0.1581466432438181,13.23368946939104,0.1363033675196883,13.21171237554379,0.1197609923772531,13.19508054415757,0.1067983348919915,13.1820531981647,0.09636667079950262,13.1715718685977
0.9744596498475554,13.02789796658831,0.5757054861224253,12.46836786223869,0.4062916159548685,12.26914773575075,0.3136050411455567,12.16672345800345,0.2552687426042756,12.10429011437825,0.214215608474969,12.07747427879297,0.184537543336409,12.05809316886932,0.1620810892466197,12.04342838220207,0.1444957858545551,12.03194350146922,0.1303514794295522,12.02270442439632
1.313914089271834,11.91572577877466,0.7663229044893626,11.39364571678085,0.5383546449620361,11.20963527069275,0.4145694158010169,11.11541331298232,0.336971374523926,11.0581097054142,0.2826102134498269,11.03457051560656,0.2433517995840034,11.01756209545145,0.2136686259735229,11.00469560338837,0.1904376668834794,10.99462114566334,0.1717610009175066,10.9865181728039
1.72706476867149,10.90569896631793,0.9953379993645773,10.42373393031176,0.6963205632822953,10.25548656116419,0.5350677662793111,10.16965627681713,0.4343501516486254,10.11756409831526,0.3640903431511146,10.09704086847654,0.3133955561711493,10.08221619368562,0.2750905788338391,10.07100467279087,0.2451270733853538,10.06222814945541,0.2210473790970546,10.05517061995696
2.218320673426017,9.992022219419905,1.264547540067121,9.551976248592359,0.8812965702271339,9.39964423901705,0.6758966892924402,9.322180131953903,0.5480262044394901,9.275248561523711,0.4591716878570738,9.25749241487752,0.395109655823589,9.244670517054052,0.3467319100965159,9.234976357811208,0.3089056557450998,9.227389554153357,0.2785177092167953,9.221290111177687
2.790569922913217,9.169399965806758,1.575050850318986,8.771592680470729,1.093943004056901,8.634818506678535,0.8375249640266436,8.56544395032954,0.6783620640076617,8.523473587532669,0.5681558673791469,8.508230476699893,0.4887523425128739,8.497226562073719,0.4288183999654217,8.488909213131626,0.3819739824388342,8.482401581180971,0.3443524126295309,8.477170970670167
3.445364782064245,8.431960166237703,1.927365144800807,8.075200304772554,1.334552892799573,7.953176850506809,1.020153863052587,7.891405059348988,0.8255101300378,7.854075727045229,0.6911707636482907,7.841086761182322,0.5944337921706989,7.831712727034949,0.5214468320080097,7.824629247081754,0.464418349965866,7.819088438229776,0.4186293492355284,7.814636003831527
4.18317574827845,7.773003186887365,2.321553065043925,7.454918854841787,1.603135362763992,7.346528722373416,1.223778872869893,7.291735901093293,0.989461587322426,7.258651414256657,0.8282110442929937,7.247661049487524,0.7121506961058969,7.239731496682507,0.6246151524036145,7.233741157345637,0.5562375198846189,7.229056660825663,0.5013478288412583,7.225293293520061
5.00365041989619,7.185249289847158,2.757339533043249,6.902726748538042,1.899489825774886,6.806689586315044,1.448243828133434,6.758187469159272,1.170088962005642,6.72891863871591,0.9791733261296578,6.719683720844063,0.841816214629399,6.713022472981626,0.7382485555182382,6.70799168246515,0.6573658195568315,6.70405867626693,0.592449339117585,6.700899909435059
5.905840231872087,6.6612487931075,3.234207608396032,6.410829959125869,2.223265682778965,6.325822189344395,1.693284081980753,6.282914807285128,1.367179878671406,6.25703241994716,1.143884022615222,6.249328849477911,0.9832836709663542,6.243773710912444,0.8622201000968557,6.239579580512331,0.7676913869592401,6.236301704110878,0.691833907535825,6.233669931056698
6.888381088176707,6.193756484120505,3.751471559443327,5.971936783795506,2.574007249190163,5.896674243293986,1.958558791138978,5.858695825836275,1.580462215392066,5.83579224637364,1.32212007367372,5.829418581825791,1.136364176130357,5.824823878043885,0.996366036278162,5.821356107691551,0.8870697288905113,5.818646916237106,0.799372256201362,5.81647254547483
7.949628166142983,5.775995045809069,4.308329769294626,5.579417719579696,2.95118600230138,5.512705027705769,2.243673997198286,5.479041710397911,1.809622046191429,5.458742932063461,1.513623722888905,5.453521422983763,1.300839187421959,5.449758694197034,1.140496723315868,5.44692006662518,1.015333376382262,5.444703398970799,0.9149144561825513,5.442925137891519
9.087751859481342,5.401803038038737,4.903901654689099,5.227369144679951,3.354222971507938,5.16812406356018,2.548198618189929,5.138223757799532,2.054316057923666,5.120194573486493,1.718112741756031,5.115970434288299,1.476469196347369,5.112927871974896,1.294404181647721,5.110633803805587,1.152298563089269,5.108843416807305,1.038295913128465,5.107407968168923
10.30080368447023,5.065691731681886,5.537252777222659,4.910610088933784,3.782503949092401,4.857871110461399,2.871675311468117,4.831245619231643,2.31417998605943,4.81519034634893,1.935287377480766,4.81183000948538,1.662999633492358,4.8094111679648,1.457867226515798,4.807588719450784,1.297769765549124,4.806167502682953,1.169341436947407,4.805028926369143
11.58676037382082,4.762840421812977,6.207411670641037,4.624638695568174,4.235389720472549,4.577562406722642,3.213627798755337,4.553784938723931,2.588834313605041,4.539445547136621,2.164835050614709,4.536834440969137,1.860164863489933,4.534956615057125,1.630654942807267,4.533543252648478,1.451542777560655,4.532442252906598,1.3078679983896,4.531561176845789
12.94355285231586,4.489055351926978,6.913381092761623,4.365568195351508,4.712222976971074,4.32342105430881,3.573565847342826,4.302121319947299,2.877888162817702,4.289274229760207,2.40643356844392,4.28731443591935,2.067690921151098,4.285906958134047,1.812529067215647,4.284849260009153,1.613406819389788,4.284026663519922,1.453686621370679,4.283369462133042
14.36908512914647,4.240710406990466,7.65414566253583,4.130055513226141,5.212333100987496,4.092203059874955,3.950988756919613,4.073061349130523,3.180942038928183,4.061513702472486,2.659753396773334,4.060121699977321,2.28529744975472,4.059124304787632,2.003245678372924,4.058376719646702,1.783146036047516,4.057796877579076,1.606603728491363,4.05733488610908
15.86124669395606,4.014681401919715,8.428677237559178,3.91523039863187,5.735039638054953,3.881125744654615,4.345387930609638,3.863866825037606,3.497589873509667,3.853452707904569,2.924459358295611,3.852557310312883,2.512699154106214,3.851918640597126,2.202556466521602,3.851442355662548,1.960540624671464,3.851074896183831,1.766422154796856,3.850783695327883
17.41792086230458,3.808281014697345,9.235938929955744,3.718629349025961,6.279654989764227,3.687801995623505,4.756248907439941,3.672189294309014,3.82742065833874,3.662766167865422,3.200211996511727,3.662306696137598,2.749606971099437,3.661982981599114,2.410209758738538,3.66174492169728,2.145367746507409,3.661563965315234,1.932941969029675,3.661422749372621
19.03699066730813,3.619198156804795,10.07488832692802,3.538136279058227,6.845486659575958,3.510181800920739,5.183053088953265,3.496012099274092,4.170019848275605,3.487457564462795,3.486668751599501,3.487382260970643,2.99572908180058,3.487336171717032,2.62595140726071,3.487308131449706,2.337402318418942,3.487291610951922,2.105961187324566,3.487282640370625
20.71634328497618,3.44544350606245,10.94448024798768,3.371930500632838,7.43183924147066,3.34650132429549,5.625279291212779,3.333600051316686,4.524970632907839,3.325808989887056,3.78348502965322,3.326073658833848,3.250771833796127,3.326273323004952,2.849525600367167,3.326431223323933,2.536417736288077,3.326560301336962,2.285276426118733,3.326668433929121
22.45387355290016,3.285301692589367,11.84366920758415,3.218441805034317,8.038016242492244,3.195239129541189,6.082405182843852,3.18345625996342,4.89185512188782,3.176338349484024,4.090315201431765,3.17690519920373,3.514440603967106,3.177323366604564,3.080675621666317,3.177646621947547,2.742186552901916,3.177905195153109,2.470683514332889,3.178117487077778
24.24748684363248,3.13728993939797,12.77141163751212,3.076312046130289,8.663321760747545,3.055078855374217,6.553908620022136,3.044285375097893,5.270255450211554,3.037762951646446,4.406813534663154,3.03859961026653,3.786440604427774,3.039212941159661,3.319144559690399,3.0396839212292,2.954481111664275,3.040058198676066,2.661978065767213,3.040363565019124
26.09510134282647,3.000122608372064,13.72666784022739,2.944362457010891,9.307061989099926,2.924877523661046,7.039268852269891,2.914962404538567,5.659754780705971,2.908968635640643,4.732635039702429,2.910047310415768,4.0664776135045,2.910835767792402,3.564675951385481,2.911439337436751,3.173074121145831,2.911917479904329,2.858955997925684,2.912306404300743
27.99464962351273,2.872680951176962,14.7084035770445,2.821565890282189,9.968546472033337,2.803638649650572,7.537967541477989,2.794506267430864,6.059938156091811,2.788983593703355,5.067436187187234,2.790280343907258,4.35425859522496,2.791226667207239,3.817014326783011,2.791949787571227,3.397739140847296,2.792521594696878,3.061413970191674,2.792985877233591
29.94407927394549,2.753987323346144,15.71559113172457,2.707023190839398,10.64708900118389,2.690489355604002,8.049489505215108,2.682057282666724,6.47039312800545,2.676956085792908,5.410875434906445,2.678450177803512,4.64949215205096,2.679539415028103,4.075905605511882,2.680370788295214,3.628250933620944,2.681027419470371,3.269149700744647,2.681559951511004
31.94135219560889,2.643183131435566,16.74720961136727,2.59994294867919,11.34200797949554,2.584660732748528,8.57332305211985,2.576857836713577,6.890710054749243,2.572135291282155,5.762613469662611,2.573808600836622,4.951888727415847,2.575027673120112,4.341097270249419,2.575957410853337,3.864385616770522,2.576691123997342,3.481962099958667,2.577285676989614
33.98444201753493,2.539509810922049,17.80224414186511,2.499623910275854,12.05262600902135,2.485470725062841,9.108959719034523,2.478235501984479,7.320481912174007,2.473854567323499,6.122313028338957,2.475690985820039,5.261160437680576,2.477028252253536,4.612338209017008,2.478047542353138,4.10592051375741,2.478851430615407,3.69965113053087,2.479502442579227
36.0713288278629,2.442292150503854,18.87968345170447,2.405439327201115,12.77826833707629,2.392308799199428,9.655893124596005,2.385587862353793,7.759303383711475,2.381516365687068,6.489638092796809,2.383501151759445,5.577020350652621,2.384945930216392,4.889378061587455,2.386046667974043,4.352633556650224,2.386914366681339,3.92201725688176,2.387616703682675
38.19999005053018,2.350923264550096,19.97851507772592,2.316822465242525,13.51825960190462,2.304621591411903,10.21361650064605,2.298368219207648,8.206768868741074,2.294577970551637,6.864252140310762,2.296696959902619,5.899180926258683,2.298238937938067,5.171965813095249,2.299413269528938,4.604302005112298,2.300338591818127,4.148860268650372,2.301087250275132
40.36838570757514,2.264850445709544,21.09771700374851,2.23325235382361,14.27191800220581,2.221898548567999,10.78161821106643,2.216071161467788,8.662468839985451,2.212537019793787,7.245814945144248,2.214775557370988,6.227351167297697,2.216403989771723,5.459847225579552,2.217643686909994,4.860700108197121,2.218620122524172,4.379977134471474,2.219409818417286
