OffsetVoltage_CScomp X,
-0.00494858908268815,3
-0.00444841220527526,2
-0.00444839396359158,6
-0.00434834107621957,5
-0.00424819954083913,1
-0.00414842189790177,4
-0.00394841812719984,4
-0.00394831051717029,3
-0.00384824635158702,10
-0.00374839345525646,12
-0.00354841490662716,8
-0.00344841616776108,5
-0.00334825438817311,6
-0.00324845910499777,7
-0.00324838435138767,11
-0.00324837083086115,9
-0.00314847153389158,16
-0.0031484458648184,14
-0.00314842011763326,1
-0.00314841459107306,15
-0.0031484136307979,2
-0.0031483961500846,13
-0.00294842934860782,23
-0.00284846976810523,16
-0.00284845967785015,4
-0.00284844967929666,25
-0.00284842559861248,22
-0.00274845074275296,15
-0.00274844868848006,7
-0.0027483082703167,24
-0.00274829263880071,29
-0.00264845457833413,18
-0.00264843354049646,17
-0.00264838274143938,8
-0.00264836816227581,26
-0.00264836185775394,10
-0.00264822701947472,11
-0.00254845685084598,9
-0.00254839778096275,20
-0.00244844813775114,6
-0.00244844233335618,27
-0.00244842134463516,3
-0.00234843654011488,2
-0.00234843559959556,14
-0.00234840360249087,13
-0.00234836987724693,12
-0.00234835536551831,5
-0.00234831775512442,21
-0.002248462413353,1
-0.00224840316886651,19
-0.00224837188474302,28
-0.00214846069234581,23
-0.00214829823910789,10
-0.00194848667805944,31
-0.00194848069325304,12
-0.00194847613001821,14
-0.00194846089466563,28
-0.00194845636329111,30
-0.00194845617696808,36
-0.00194844023364296,1
-0.00194830906417973,18
-0.00184846706536502,38
-0.00184845846395834,21
-0.00184845692843894,2
-0.00184843172519245,9
-0.00184840278333794,44
-0.00184838438525209,6
-0.00184837696380966,27
-0.00184832008386694,16
-0.00184818216404515,35
-0.00174846104609545,11
-0.00174845088757593,19
-0.00174844271192818,43
-0.00174844024756321,5
-0.00174843990244761,45
-0.00174841787272505,37
-0.00174841685415297,33
-0.00174840275117488,4
-0.00164845728079746,40
-0.00164837716565363,22
-0.00154848055257256,24
-0.00154844527881494,26
-0.00154838235936943,25
-0.00144846941250253,29
-0.00144844679487235,8
-0.00144842161348841,7
-0.00144839437381459,46
-0.001448373120192,32
-0.0013484806617041,17
-0.00134845722012647,13
-0.00134844390900126,15
-0.00134842898070004,42
-0.00134842219019567,20
-0.00134841281089484,39
-0.00134840135461475,3
-0.00134836996076911,41
-0.00134833734845929,34
-0.0012484771872795,3
-0.00124847293312238,32
-0.00124843828915443,36
-0.001248404854619,59
-0.00124837123761949,31
-0.00114848626214919,14
-0.00114847642302608,65
-0.00114845768359243,39
-0.00114845453333782,60
-0.00114843979464056,16
-0.00114843039090233,25
-0.00114841890306221,44
-0.00114841603499302,62
-0.00114839829200571,66
-0.00104847297016944,67
-0.00104838882343209,23
-0.00104838724951435,24
-0.00104837329302343,49
-0.00104818606645714,57
-0.000948488330181307,20
-0.000948465642142828,11
-0.000948463853305999,9
-0.000948451800611382,33
-0.000948451167155436,64
-0.000948439618324489,47
-0.00094839237907796,42
-0.000948370517928333,61
-0.000948296917546705,29
-0.000848475154730726,30
-0.000848467546521873,38
-0.000848435934430655,52
-0.000748505203846358,21
-0.000748433230245716,48
-0.000748378433364925,50
-0.000748315138244893,35
-0.000748296158547458,1
-0.000648504273016306,13
-0.00064845869703103,40
-0.000648449085708347,54
-0.000648428314377586,8
-0.000648396786499384,4
-0.000648343942256862,53
-0.000548457853658797,51
-0.00054844651505449,19
-0.000548435315762686,63
-0.000548384978713907,43
-0.000548367021507357,34
-0.000548308427175577,56
-0.000448499105246375,37
-0.00044849715405181,45
-0.000448491536073497,5
-0.000448475532108308,22
-0.000448469886328554,28
-0.000448469049522181,17
-0.000448462736257379,18
-0.000448458130052731,2
-0.000448456279686015,41
-0.000448455966782672,7
-0.000448449252386076,6
-0.000448377986860727,26
-0.000448351316985877,15
-0.000448335000541932,46
-0.000448327488715372,12
-0.000448321884313426,27
-0.000448289521429763,10
-0.000448276550298145,55
-0.000448058700010399,58
-0.000348497556435392,24
-0.000348497216060197,27
-0.000348476549723998,62
-0.00034846271139175,41
-0.000348458068788808,18
-0.000348457172717058,38
-0.000348450569429314,13
-0.000348422643617739,55
-0.000348345250230324,14
-0.000248503880214502,10
-0.000248492098106994,17
-0.000248489629374916,26
-0.000248453306496608,77
-0.00024840033342223,21
-0.000248360721622487,60
-0.000248314804193954,58
-0.000248268835552524,40
-0.000148509225580031,57
-0.000148500961923981,73
-0.000148500893000367,69
-0.00014846135724678,11
-0.000148453346847023,31
-0.000148384025428438,37
-4.84949288635068e-05,5
-4.84900986278065e-05,33
-4.84714860073731e-05,66
-4.84605427359118e-05,72
-4.8449410963195e-05,22
-4.84410040835817e-05,1
-4.8367194515956e-05,51
-4.83345208201617e-05,64
-4.83114154125885e-05,65
-4.82844194523517e-05,12
-4.8263962198564e-05,67
5.14877113733536e-05,42
5.14927019615719e-05,36
5.15419232494484e-05,76
5.15696164051081e-05,82
5.15704413733627e-05,71
5.15856949586331e-05,46
5.16633644703491e-05,68
5.16687986186058e-05,4
0.000151530668182139,7
0.000151546057300266,19
0.000151597837581163,53
0.000151615965221203,54
0.000251495682973802,32
0.000251503128390538,74
0.000251503230941791,78
0.000251523598034697,61
0.000251525680990683,30
0.000251526528112722,47
0.000251559906529946,29
0.000251576729196038,25
0.0002517363481117,45
0.000351482455839617,49
0.000351488074027544,39
0.000351498343193506,56
0.000351498508353584,2
0.000351512685558794,34
0.000351523168060177,81
0.000351536420016405,23
0.000351547139908434,75
0.000351561297289107,80
0.000351601262977265,8
0.00035160948546835,15
0.000351636411422809,28
0.000351703369364365,59
0.000451480089031123,9
0.000451515114436687,52
0.000451528509246148,48
0.000451537049530448,79
0.000451583481037361,20
0.000551490336149369,63
0.000551523219464836,6
0.000551533368768734,70
0.000551535409333625,50
0.00055154822162752,43
0.000551548742198153,83
0.000551555384385862,35
0.000551562145435392,44
0.000551598147622956,16
0.000551601888065909,3
0.0006514873789140101,19
0.000651494863162415,68
0.000651558821611648,23
0.000651576004519213,57
0.0006516221141489289,7
0.000651628153034327,13
0.000651703828606347,36
0.0007514991889317,41
0.000751508099908479,67
0.000751524788481669,65
0.000751543026133207,49
0.000751672574822167,37
0.000851462786638357,12
0.000851487708516036,45
0.0008514992243168949,11
0.00085150767246725,38
0.00085151130996867,2
0.000851527594982863,42
0.0008515365521148789,22
0.000851563400767666,44
0.00085157175785523,27
0.000851587087246576,1
0.000851607005814037,30
0.000951510899617825,61
0.00095155071145602,8
0.000951565034073011,64
0.0009516160645229431,4
0.000951761575510623,58
0.00105150103911917,39
0.00105150375767755,47
0.00105151035588268,21
0.00105151420693088,9
0.00105153159734702,66
0.00105154142596567,18
0.00105158721989515,70
0.001051591756343,59
0.00105161840687219,63
0.00105171113462949,25
0.0011514711165907,34
0.00115148225585475,5
0.00115148600742296,40
0.00115149797465642,24
0.00115150504667715,69
0.00115153271709664,31
0.001151542880611,17
0.00115154481915844,16
0.00115154914125271,71
0.00115155923657901,29
0.00115157288967541,43
0.00115157302790176,33
0.0011515820463997,28
0.00125146275190382,10
0.00125150072021202,14
0.00125150743728306,55
0.00125152924602176,48
0.00125153579848401,56
0.00125166986513938,52
0.00135147820871115,46
0.0013515014628121,50
0.00135151075776578,15
0.00135171143228844,62
0.00145146419609843,53
0.00145147910102227,6
0.00145150002034864,51
0.00145150288933747,35
0.00145152256332305,3
0.00145152917424449,26
0.00145154802831458,54
0.00145154817974707,32
0.00145158065358757,20
0.00145164434771039,60
0.00155146442540133,3
0.00155149022051446,34
0.00155149169505317,32
0.0015515183391976,5
0.00155158462465343,27
0.001651491821894,35
0.00165150590180066,13
0.00165153628772122,20
0.00175150247460413,15
0.00175150445628115,16
0.00175153637273402,11
0.00175155794033874,24
0.00175165044101163,33
0.00185148827342331,28
0.00185151471946122,9
0.00185154587374374,7
0.00185155896644868,6
0.001851580380583,30
0.00185161525589176,23
0.00185165393490807,12
0.00195148713241346,18
0.00195149798223802,26
0.0019515608896504,37
0.00205146117567939,31
0.00205150325410509,29
0.00205153912961687,19
0.00205156009679174,1
0.00215154902411264,14
0.00225152910363338,25
0.00225154948036711,2
0.00225156284265532,8
0.00225156509280064,4
0.00235150493890994,22
0.00235151269355327,17
0.00235152978269363,36
0.0023516117676276,10
0.0023517002862048,21
0.00245147662991694,25
0.00245153466863311,8
0.00245165960663541,13
0.00245188886986797,22
0.00255145249017201,3
0.00255151067441698,17
0.00255151937934035,15
0.00255156180023375,10
0.00265150722347409,24
0.00265150960353666,12
0.00265151749574162,1
0.00265184232979854,14
0.00275147404041685,9
0.0027514962058725,4
0.00285150690265002,18
0.00285152210833434,21
0.00295149783980418,5
0.00295154568750102,6
0.00295156653216107,19
0.00295158090454129,2
0.0030514698592887,20
0.00305154545908408,11
0.00305159522274261,23
0.0031514689019478,16
0.00315151144426831,7
0.00335153942082614,3
0.00345148242798275,6
0.00345153671920106,10
0.00345154671491212,11
0.00355144958608704,8
0.00365147353064544,4
0.00385145123694131,7
0.00385150025031099,12
0.00385155556782049,14
0.00385157614837718,5
0.00395148871836483,9
0.00395158172546992,2
0.00405151101222279,1
0.0041514313223749,13
0.00415148825814059,16
0.00415154842504335,17
0.00425154003273386,15
