OffsetVoltage_lewis_alt X,
-0.00399996431063747,6
-0.0035999658471336,4
-0.00359996506361752,2
-0.00329996624329952,5
-0.00319996585012819,3
-0.00319996313079952,1
-0.00309996473493137,8
-0.00299996396722152,5
-0.00299996325576282,6
-0.00289996135293884,13
-0.00269996593663702,3
-0.00259996509142493,7
-0.00259996311604994,9
-0.002499965689428,14
-0.00249996192981302,2
-0.00239996586142004,11
-0.00239996576169859,15
-0.0023999651361878,4
-0.00239995830425392,1
-0.00229996604808976,10
-0.00229996105383786,12
-0.00219996575920979,39
-0.00219996370773751,11
-0.00219996118318602,20
-0.00209996567940323,8
-0.00209996514776802,44
-0.00199996620590236,5
-0.00199996589246321,34
-0.00199996564849798,47
-0.00199996536614822,17
-0.00199996508152114,33
-0.00199996420212995,19
-0.00189996643222733,24
-0.0018999661959943,41
-0.00189996490174838,32
-0.00189996459927689,27
-0.00189996405382092,6
-0.00189995954838709,21
-0.00179996605058005,4
-0.00179996564637683,29
-0.00179996553040577,42
-0.0017999646345144,25
-0.00179996454761534,16
-0.0017999633391261,9
-0.00179995974801343,30
-0.00169996642505909,7
-0.00169996625810897,10
-0.00169996529162505,12
-0.00169996411179023,15
-0.0016999616561926,31
-0.00169995859532695,13
-0.00159996577810272,45
-0.00159996575238679,18
-0.00159996568658447,22
-0.00159996472277404,43
-0.00159996399066544,23
-0.00149996582037915,1
-0.00149996548332075,2
-0.00149996394540875,26
-0.00149996321266843,46
-0.00149996300182276,38
-0.00149996298118473,14
-0.00139996540224056,37
-0.00139996515247918,40
-0.00139996507387445,36
-0.00139996415832432,28
-0.00139996251903791,35
-0.00139995667614241,3
-0.00129996383423135,19
-0.00129996347137886,20
-0.00129996328930417,32
-0.00129996282877364,58
-0.00119996637580442,31
-0.00119996571887895,60
-0.00119996498180601,56
-0.00119996472328276,54
-0.00119996427972975,34
-0.00119996393756211,23
-0.001199963542962,49
-0.00119996336392056,48
-0.00119996264482813,50
-0.0011999624182248,46
-0.00119995717701487,39
-0.00109996582282715,51
-0.0010999658180934,44
-0.00109996576153336,42
-0.00109996571920328,52
-0.00109996553623828,14
-0.00109996467248031,9
-0.00109996382285302,62
-0.00109996255877509,57
-0.00109996167575674,16
-0.0009999663891242269,38
-0.0009999661843164581,63
-0.0009999661333980911,41
-0.000999965887587131,10
-0.000999965709719492,26
-0.0009999654724778221,47
-0.0009999650416267511,3
-0.000999964926008114,2
-0.000999964601452419,18
-0.0009999640779688229,12
-0.0009999635935417669,27
-0.0009999631373625621,45
-0.000899966489657299,8
-0.000899964897676118,25
-0.0007999663682424761,37
-0.000799965820858227,36
-0.000799965784906988,6
-0.000799964827010887,35
-0.000799964681647521,21
-0.000799964314624055,1
-0.000799963530981705,11
-0.000799962716677395,4
-0.000799958562268599,64
-0.000699966413106379,5
-0.000699966255356457,29
-0.000699966211995703,15
-0.000699965838385973,30
-0.000699965635768214,33
-0.000699965099913133,17
-0.0006999650005357489,53
-0.000699964761194827,43
-0.00069996314029721,59
-0.0006999590220831291,28
-0.00059996655503586,13
-0.000599966402490936,55
-0.000599966343983687,61
-0.0005999659070447929,40
-0.000599964670657969,22
-0.00059996393887641,24
-0.000599955918278802,7
-0.000499966079412534,96
-0.000499964445192783,49
-0.000499960665906822,77
-0.00039996630300225,99
-0.000399965979584528,71
-0.000399965516423028,100
-0.000399965446828942,2
-0.000399965433643839,35
-0.000399965397155575,32
-0.000399965312572008,23
-0.000399965026410623,69
-0.000399964322186884,85
-0.000399964236895759,11
-0.000399964168592418,104
-0.000399963975253083,28
-0.000399963214789019,75
-0.0003999630102094,65
-0.00039996274905059,95
-0.000399962030530466,30
-0.000399960060308189,40
-0.000299966519246236,1
-0.000299966378727914,24
-0.000299965272679456,62
-0.000299964986145688,50
-0.000299964885798581,51
-0.000299964416461938,68
-0.000299964240769946,48
-0.000299964044133144,94
-0.000299963329341545,86
-0.000299962813666817,76
-0.00019996619291818,4
-0.000199965881451018,53
-0.000199965635686527,66
-0.000199965564337624,56
-0.000199965430464065,41
-0.000199965205907238,54
-0.000199964971271122,101
-0.000199964730484885,8
-0.000199963350494839,91
-0.000199963329751076,20
-0.000199962652056583,78
-0.000199962320467495,13
-0.000199961001738743,7
-9.996650598831871e-05,58
-9.99663284846902e-05,5
-9.99662326459239e-05,6
-9.99657911222034e-05,93
-9.99657280887578e-05,9
-9.99656641753691e-05,61
-9.996565955406791e-05,44
-9.99656189951336e-05,27
-9.99655656570079e-05,38
-9.99639700795499e-05,106
-9.996394847352879e-05,52
-9.996377501559991e-05,42
-9.99627923956124e-05,84
-9.996059197740651e-05,63
3.35141534312294e-08,15
3.36981733727494e-08,92
3.41472340010353e-08,37
3.42400960099961e-08,34
3.53353495420499e-08,16
3.64372819108464e-08,19
3.64504688894036e-08,47
3.65903188832605e-08,25
3.67831857084705e-08,74
3.70607764079831e-08,70
3.7404763176182e-08,88
3.76118915338763e-08,59
3.76528215418102e-08,87
3.76591111103231e-08,29
0.000100033705223907,46
0.000100033772478861,83
0.00010003385622541,64
0.0001000338725777,103
0.000100034009335726,105
0.000100034169456891,82
0.000100034268750637,14
0.00010003430348085,102
0.000100034901401209,3
0.000100034969852082,90
0.000100035447214539,36
0.000100035527578156,80
0.000100035876441647,21
0.000100036136749479,43
0.000100036846746908,109
0.000100040712548979,89
0.000200033420238856,81
0.000200033763857175,26
0.000200033796518384,39
0.000200034085237921,12
0.000200034102130768,17
0.000200034321949692,79
0.000200034774748585,107
0.000200034831741813,18
0.000200035005788614,98
0.000200035277827263,97
0.000200035669571286,72
0.000200037592068796,31
0.000200037841603081,55
0.000300033978718246,67
0.000300034105274407,33
0.000300034129723514,60
0.000300034435278677,108
0.000300034650869446,22
0.000300036191679164,10
0.000300036516297533,73
0.000300036724632384,45
0.000300044907194311,57
0.000400033268291257,49
0.000400033366506404,67
0.000400033447192498,32
0.000400033564042137,20
0.000400033919757222,8
0.000400033933348387,76
0.000400033947189565,38
0.000400034707989084,60
0.000400035281180457,72
0.000400035540935526,58
0.000400035685145178,25
0.000400036290973328,15
0.000400037376078895,13
0.000400039011123962,31
0.000400039536245835,52
0.000500033294970111,62
0.000500033714754997,12
0.000500035223572494,44
0.000500036294575385,50
0.000500036386850028,59
0.000600033888174857,75
0.000600033899435048,18
0.000600033964403498,42
0.000600034624998618,27
0.000600035136674511,61
0.000600036368111301,47
0.000600036583982499,65
0.00070003363763987,57
0.000700033783934094,19
0.000700033852047074,21
0.000700034505664035,53
0.000700035922993852,74
0.000700036272678759,6
0.00070003638282387,22
0.0008000332356844319,64
0.000800033366906831,56
0.000800033637053308,7
0.000800034114986485,70
0.000800034617980972,69
0.000800034956855703,1
0.000800035411800159,34
0.000800035647921843,33
0.00080003613537304,37
0.000800038928973676,46
0.000900033334360949,55
0.000900033361857674,28
0.000900033683547529,2
0.000900033805063213,16
0.0009000345358223,10
0.0009000347453835521,66
0.000900034909855149,3
0.00100003314014095,63
0.00100003332381981,48
0.00100003365145742,35
0.00100003390893205,17
0.0010000342293568,43
0.00100003449569756,54
0.00100003515643696,51
0.00100003601263386,30
0.00100003794732874,29
0.00110003297652176,40
0.00110003325556434,9
0.00110003364730883,5
0.00110003403822803,39
0.00110003524677893,71
0.00110003528509668,68
0.00110003681631909,11
0.0011000379904093,36
0.00120003304383248,45
0.00120003412049146,4
0.00120003412279057,26
0.00120003465496098,24
0.0012000346858769,14
0.00120003496716711,73
0.00120003551851145,41
0.0012000398335873,23
0.00130003382230862,17
0.00130003383855413,38
0.00130003423722642,12
0.00130003483881019,34
0.0013000352435178,23
0.00140003312787989,24
0.00140003342571346,10
0.00140003391077801,1
0.00140003457761055,5
0.00140003484262412,44
0.00140003560253628,2
0.00140003625437709,35
0.00140003641477991,15
0.00140003844662541,28
0.00140003954872033,43
0.00150003367648909,6
0.00150003384211217,21
0.00150003417807095,26
0.00150003474962774,4
0.00150003573258108,46
0.00150003608920617,37
0.00150003637589098,42
0.0016000329745024,41
0.00160003322317,19
0.00160003415598626,50
0.00160003421024023,22
0.001600034485377,47
0.00160003647227328,30
0.00160003659871159,27
0.00160004286980537,39
0.00170003361737498,29
0.00170003397234239,48
0.00170003502388991,14
0.00170003530573442,45
0.00170003532640615,49
0.0017000364035602,40
0.00180003340571348,32
0.00180003350633041,16
0.00180003529607644,31
0.00180003552536667,9
0.00180003894320112,33
0.00190003378789564,13
0.00190003398664273,11
0.00190003412397771,18
0.00190003508866913,36
0.00190003786145513,3
0.00190003908265628,25
0.00200003371347146,7
0.00200003388682806,20
0.00200003477484761,8
0.0021000331485476,10
0.00210003374458475,21
0.00210003546878174,7
0.00210003647982037,3
0.00210003727090769,4
0.00220003340415234,15
0.00220003343265927,18
0.00220003354784293,6
0.00220003364197893,16
0.00220003404360877,19
0.00220003553053097,5
0.00220003742355634,13
0.00230003398001699,22
0.00230003403740145,20
0.00230003457580306,1
0.00230003780684514,2
0.00240003373953439,11
0.00240003641087452,12
0.00240003705573988,17
0.00270003294319576,9
0.00280003350365915,14
0.00280003382331555,8
0.00300003392061235,4
0.00300003438121827,7
0.00300004071870568,2
0.00310003282656745,8
0.00310003317213007,1
0.00310003449033211,3
0.00320003736731155,6
0.0033000332940158,5
0.00330003534505058,9
0.00400003358101884,2
0.00470003497446352,1
