"v /out; ac dB20(V) (V0=0,V1=0,V2=1.2) X","v /out; ac dB20(V) (V0=0,V1=0,V2=1.2) Y","v /out; ac dB20(V) (V0=0,V1=1.2,V2=0) X","v /out; ac dB20(V) (V0=0,V1=1.2,V2=0) Y","v /out; ac dB20(V) (V0=0,V1=1.2,V2=1.2) X","v /out; ac dB20(V) (V0=0,V1=1.2,V2=1.2) Y","v /out; ac dB20(V) (V0=1.2,V1=0,V2=0) X","v /out; ac dB20(V) (V0=1.2,V1=0,V2=0) Y","v /out; ac dB20(V) (V0=1.2,V1=0,V2=1.2) X","v /out; ac dB20(V) (V0=1.2,V1=0,V2=1.2) Y","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=0) X","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=0) Y","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=1.2) X","v /out; ac dB20(V) (V0=1.2,V1=1.2,V2=1.2) Y"
1,11.87138728567024,1,8.48596446813092,1,16.07731591684405,1,-1.153110407216587,1,13.11294175339042,1,10.25397520904494,1,16.86852193050292
1.445439770745927,14.91730712130145,1.445439770745927,11.48609059217152,1.445439770745927,19.2181964275867,1.445439770745927,1.171200290716997,1.445439770745927,16.23676865595213,1.445439770745927,13.37349097857919,1.445439770745927,20.04996058715976
2.089296130854039,17.98239878545708,2.089296130854039,14.51507562634033,2.089296130854039,22.34414700892694,2.089296130854039,3.82212774827312,2.089296130854039,19.36809799889931,2.089296130854039,16.50389723099114,2.089296130854039,23.21143458508168
3.019951720402016,21.04223402993406,3.019951720402016,17.55026823864915,3.019951720402016,25.43998737843726,3.019951720402016,6.666994688588705,3.019951720402016,22.47360962277472,3.019951720402016,19.60927335329792,3.019951720402016,26.3320286939284
4.365158322401658,24.04659497819214,4.365158322401658,20.5400737946042,4.365158322401658,28.46399801230088,4.365158322401658,9.56513727387984,4.365158322401658,25.5048710091987,4.365158322401658,22.64054421907243,4.365158322401658,29.37066883451852
6.309573444801931,26.90972288711748,6.309573444801931,23.39540139390133,6.309573444801931,31.3372405334514,6.309573444801931,12.37680740540059,6.309573444801931,28.38235890609536,6.309573444801931,25.51805147802607,6.309573444801931,32.25172960205688
9.120108393559095,29.50155874343571,9.120108393559095,25.9832788178937,9.120108393559095,33.93410937766041,9.120108393559095,14.94388580357703,9.120108393559095,30.98145619057395,9.120108393559095,28.11715690168752,9.120108393559095,34.85255233780006
13.18256738556407,31.66167693972616,13.18256738556407,28.14144071263526,13.18256738556407,36.09669269579786,13.18256738556407,17.09211271066722,13.18256738556407,33.14514583863576,13.18256738556407,30.28084429240144,13.18256738556407,37.01707885005769
19.05460717963247,33.26623976033985,19.05460717963247,29.74504667610855,19.05460717963247,37.70245731672355,19.05460717963247,18.69096040595943,19.05460717963247,34.75144163205436,19.05460717963247,31.88713215555975,19.05460717963247,38.62378459872738
27.54228703338165,34.31246796321197,27.54228703338165,30.79080857556527,27.54228703338165,38.74927101737996,27.54228703338165,19.73443915641057,27.54228703338165,35.79850528722957,27.54228703338165,32.9341871756838,27.54228703338165,39.67105073336678
39.81071705534971,34.91938662632187,39.81071705534971,31.39750083391116,39.81071705534971,39.35647413523857,39.81071705534971,20.34003557064064,39.81071705534971,36.40582535758109,39.81071705534971,33.5415008087221,39.81071705534971,40.27847058152879
57.54399373371566,35.24296559259835,57.54399373371566,31.72097050916794,57.54399373371566,39.68019037074139,57.54399373371566,20.66298000721707,57.54399373371566,36.72959673265233,57.54399373371566,33.8652683994321,57.54399373371566,40.60229041127105
83.17637711026705,35.40682086481909,83.17637711026705,31.8847735238665,83.17637711026705,39.84411095306965,83.17637711026705,20.82653233494583,83.17637711026705,36.89354391754006,83.17637711026705,34.02921384927046,83.17637711026705,40.76626026900839
120.2264434617412,35.48749215461649,120.2264434617412,31.96542048719992,120.2264434617412,39.92481188252158,120.2264434617412,20.90706147440902,120.2264434617412,36.97425862879532,120.2264434617412,34.10992835376723,120.2264434617412,40.84698415512695
173.7800828749374,35.52663981780961,173.7800828749374,32.00455808640494,173.7800828749374,39.96397014180268,173.7800828749374,20.94614736054464,173.7800828749374,37.01342583790998,173.7800828749374,34.14909688859329,173.7800828749374,40.88615209768229
251.1886431509578,35.54549962453889,251.1886431509578,32.02341640147652,251.1886431509578,39.98282748285548,251.1886431509578,20.96499066402092,251.1886431509578,37.03229241709175,251.1886431509578,34.16796710530384,251.1886431509578,40.90501135625789
363.0780547701011,35.55454876987765,363.0780547701011,32.032471741949,363.0780547701011,39.99185975358196,363.0780547701011,20.97405881687408,363.0780547701011,37.04133945886447,363.0780547701011,34.1770221539016,363.0780547701011,40.91403889589587
524.8074602497721,35.55887198959593,524.8074602497721,32.0368121689131,524.8074602497721,39.99614237434008,524.8074602497721,20.97844565414798,524.8074602497721,37.04565072698679,524.8074602497721,34.18135028277202,524.8074602497721,40.91830756504478
758.5775750291831,35.5609105721969,758.5775750291831,32.03888797547354,758.5775750291831,39.99809464312871,758.5775750291831,20.98062189961236,758.5775750291831,37.04766160156496,758.5775750291831,34.18339619467908,758.5775750291831,40.92022919087381
1096.478196143184,35.56181401633352,1096.478196143184,32.03986706236851,1096.478196143184,39.9988208443062,1096.478196143184,20.9817913715147,1096.478196143184,37.04850897939567,1096.478196143184,34.18431578159016,1096.478196143184,40.92089226886306
1584.893192461112,35.56207864192942,1584.893192461112,32.04028053832684,1584.893192461112,39.99872800176849,1584.893192461112,20.98253029605818,1584.893192461112,37.0486666901436,1584.893192461112,34.18462118389024,1584.893192461112,40.92067279492133
2290.867652767771,35.56181838820397,2290.867652767771,32.04030849618063,2290.867652767771,39.99775267335018,2290.867652767771,20.98306197349965,2290.867652767771,37.04820898853741,2290.867652767771,34.18446444357161,2290.867652767771,40.91944629292253
3311.311214825907,35.56083033907797,3311.311214825907,32.03988357387383,3311.311214825907,39.99532543880368,3311.311214825907,20.98338911141123,3311.311214825907,37.0468529907009,3311.311214825907,34.18372416986748,3311.311214825907,40.91651755878792
4786.300923226378,35.55850058061133,4786.300923226378,32.03868388504191,4786.300923226378,39.990056123751,4786.300923226378,20.98340712738555,4786.300923226378,37.04380748274176,4786.300923226378,34.18194894497261,4786.300923226378,40.91022934990431
6918.309709189358,35.55347654967918,6918.309709189358,32.03597908048229,6918.309709189358,39.97896093002684,6918.309709189358,20.98294612279127,6918.309709189358,37.03733520455588,6918.309709189358,34.17811326010136,6918.309709189358,40.89703682570907
9999.999999999989,35.54290760398828,9999.999999999989,32.03021662110546,9999.999999999989,39.9558154783896,9999.999999999989,20.98166773097255,9999.999999999989,37.02378209748157,9999.999999999989,34.17004015310583,9999.999999999989,40.86956196462435
14454.39770745926,35.52085974626826,14454.39770745926,32.01813849197858,14454.39770745926,39.90782276762953,14454.39770745926,20.97882193480152,14454.39770745926,36.99556895768738,14454.39770745926,34.15318437064999,14454.39770745926,40.81269238289141
20892.96130854037,35.47512480253594,20892.96130854037,31.99297692604341,20892.96130854037,39.80920910146273,20892.96130854037,20.97279013212504,20892.96130854037,36.93718720924072,20892.96130854037,34.1181555765516,20892.96130854037,40.6962057654287
30199.51720402012,35.38106623251811,30199.51720402012,31.94084443458889,30199.51720402012,39.61008666564189,30199.51720402012,20.96016456595532,30199.51720402012,36.81765375335484,30199.51720402012,34.0458438039849,30199.51720402012,40.46242140691406
43651.58322401653,35.19079985388252,43651.58322401653,31.83384070248717,43651.58322401653,39.2212253857578,43651.58322401653,20.93385942708274,43651.58322401653,36.57794475827189,43651.58322401653,33.8984649360499,43651.58322401653,40.0109912639123
63095.73444801923,34.81796544472052,63095.73444801923,31.6182095289954,63095.73444801923,38.50573639529641,63095.73444801923,20.87930127379394,63095.73444801923,36.11573242024356,63095.73444801923,33.60550536872053,63095.73444801923,39.19592215375339
91201.08393559082,34.12789479819068,91201.08393559082,31.19863211431522,91201.08393559082,37.30686344997863,91201.08393559082,20.76705878951539,91201.08393559082,35.28305548695968,91201.08393559082,33.04949670087341,91201.08393559082,37.86643868298063
131825.6738556405,32.96116140100224,131825.6738556405,30.43107185867446,131825.6738556405,35.52897494703847,131825.6738556405,20.53979262645273,131825.6738556405,33.92856046905997,131825.6738556405,32.07275554861531,131825.6738556405,35.95469016206972
190546.0717963244,31.21063600660375,190546.0717963244,29.15413359509439,190546.0717963244,33.20573242900822,190546.0717963244,20.09339424650282,190546.0717963244,31.98471374265791,190546.0717963244,30.53532718749292,190546.0717963244,33.5248481330524
275422.8703338162,28.89210113123043,275422.8703338162,27.26975163582827,275422.8703338162,30.4646092697776,275422.8703338162,19.26210694501021,275422.8703338162,29.51167208584575,275422.8703338162,28.39971978538932,275422.8703338162,30.71469343855829
398107.1705534965,26.11172535534612,398107.1705534965,24.79653040870875,398107.1705534965,27.42903057807256,398107.1705534965,17.8348553328974,398107.1705534965,26.63138786920445,398107.1705534965,25.73957820786719,398107.1705534965,27.64036330103748
575439.9373371558,22.95849687186008,575439.9373371558,21.80922831240303,575439.9373371558,24.14962465704365,575439.9373371558,15.61745540647313,575439.9373371558,23.42324720484694,575439.9373371558,22.64374027074875,575439.9373371558,24.3413551788924
831763.7711026693,19.41116517616218,831763.7711026693,18.31435285116545,831763.7711026693,20.56718082570442,831763.7711026693,12.4798269944256,831763.7711026693,19.85130152205779,831763.7711026693,19.10601633969837,831763.7711026693,20.75067638735517
1202264.43461741,15.27028173540076,1202264.43461741,14.15367857448652,1202264.43461741,16.46703496101116,1202264.43461741,8.326872310253259,1202264.43461741,15.70769158580705,1202264.43461741,14.95286529471855,1202264.43461741,16.65040820952328
1737800.828749372,10.12996310660123,1737800.828749372,8.988445848633775,1737800.828749372,11.44435195602787,1737800.828749372,3.068089916782146,1737800.828749372,10.58573202191115,1737800.828749372,9.831925362833688,1737800.828749372,11.6355344681798
2511886.431509574,3.531321094054076,2511886.431509574,2.442412264050996,2511886.431509574,5.03309275016835,2511886.431509574,-3.370707084000831,2511886.431509574,4.029103256509775,2511886.431509574,3.351062065328309,2511886.431509574,5.238549901038145
3630780.547701005,-4.744018901077572,3630780.547701005,-5.688323796551776,3630780.547701005,-2.998807141749437,3630780.547701005,-11.08228114109523,3630780.547701005,-4.168619353356073,3630780.547701005,-4.69438045717291,3630780.547701005,-2.775359761663727
5248074.602497714,-14.29021255831795,5248074.602497714,-15.05356825692862,5248074.602497714,-12.22848670392034,5248074.602497714,-19.81625359835932,5248074.602497714,-13.55441310816081,5248074.602497714,-13.9136302921054,5248074.602497714,-11.97404990218729
7585775.75029182,-20.98017022870664,7585775.75029182,-21.56718473089832,7585775.75029182,-18.47869621142842,7585775.75029182,-25.60009041644547,7585775.75029182,-19.90714584030292,7585775.75029182,-20.13607973798617,7585775.75029182,-18.14656285166922
10964781.96143182,-22.81442649916253,10964781.96143182,-23.23808463850788,10964781.96143182,-19.70475492463858,10964781.96143182,-26.472577557339,10964781.96143182,-21.12369083815959,10964781.96143182,-21.2698971973189,10964781.96143182,-19.18268437723086
15848931.9246111,-24.35049217936962,15848931.9246111,-24.62914326263581,15848931.9246111,-20.49669754527372,15848931.9246111,-27.01189187373266,15848931.9246111,-21.75404224433431,15848931.9246111,-21.8514204826465,15848931.9246111,-19.59727315815968
22908676.52767767,-26.01798214586431,22908676.52767767,-26.18326556403957,22908676.52767767,-21.42345886356426,22908676.52767767,-27.75494644047093,22908676.52767767,-22.39151231122289,22908676.52767767,-22.45687344767396,22908676.52767767,-19.95554572675323
33113112.14825903,-27.59081314013025,33113112.14825903,-27.68090750721082,33113112.14825903,-22.40729355549539,33113112.14825903,-28.6100697275454,33113112.14825903,-23.05108505420068,33113112.14825903,-23.09259982856284,33113112.14825903,-20.29556844472451
47863009.23226371,-29.15084976585508,47863009.23226371,-29.19742880243614,47863009.23226371,-23.57866685252662,47863009.23226371,-29.70261699877934,47863009.23226371,-23.95687857451041,47863009.23226371,-23.98113965872889,47863009.23226371,-20.90864121635886
69183097.09189346,-30.93398407801646,69183097.09189346,-30.95748925857858,69183097.09189346,-25.13489051414356,69183097.09189346,-31.21872137768526,69183097.09189346,-25.33904648089027,69183097.09189346,-25.35227009262463,69183097.09189346,-22.07484067503781
100000000,-33.10146119071349,100000000,-33.11331155950817,100000000,-27.17868265975233,100000000,-33.24564416212645,100000000,-27.28389706360822,100000000,-27.29083335784569,100000000,-23.88416555431068
