out X,out Y
1,41.57534706575115
1.0471285480509,42.20600744509569
1.096478196143185,42.83151047996434
1.148153621496883,43.45112072802842
1.202264434617413,44.06411600233686
1.258925411794168,44.66979081558872
1.318256738556407,45.26745974201258
1.380384264602885,45.85646066053496
1.445439770745928,46.43615782667149
1.513561248436209,47.00594470914987
1.584893192461114,47.56524655845052
1.659586907437562,48.11352263925829
1.737800828749376,48.65026810493845
1.819700858609985,49.17501547994985
1.905460717963249,49.68733574595106
1.995262314968881,50.18683903995489
2.089296130854041,50.67317499112847
2.187761623949555,51.14603273972705
2.290867652767775,51.60514069532883
2.398832919019493,52.0502661015468
2.511886431509583,52.48121447600855
2.630267991895385,52.89782899696241
2.75422870333817,53.29998989500841
2.884031503126609,53.68761390319313
3.01995172040202,54.06065379588968
3.162277660168384,54.41909802885607
3.311311214825916,54.76297047667687
3.467368504525322,55.09233023740866
3.630780547701019,55.4072714617004
3.801893963205618,55.70792315021902
3.981071705534979,55.99444884898045
4.168693834703362,56.26704617835132
4.365158322401668,56.52594612818024
4.57088189614876,56.77141206266568
4.786300923226394,57.00373839188089
5.011872336272734,57.2232488859827
5.248074602497739,57.43029462299462
5.495408738576259,57.62525158509625
5.754399373371584,57.80851793594387
6.025595860743593,57.9805110256078
6.309573444801949,58.1416641850499
6.606934480075978,58.29242338137831
6.918309709189384,58.43324380585091
7.244359600749922,58.56458647176549
7.585775750291861,58.6869148922473
7.94328234724284,58.80069190269193
8.317637711026737,58.90637668330075
8.709635899560835,59.00442202601493
9.120108393559129,59.09527187973016
9.549925860214392,59.17935919460578
10.00000000000004,59.25710407777121
10.47128548050903,59.3289122605389
10.96478196143189,59.39517387024183
11.48153621496887,59.45626249351166
12.02264434617418,59.51253451020612
12.58925411794172,59.56432867647557
13.18256738556412,59.61196593013771
13.8038426460289,59.65574939286804
14.45439770745934,59.6959645411729
15.13561248436215,59.73287952104242
15.8489319246112,59.76674558095148
16.59586907437568,59.79779759972686
17.37800828749383,59.82625468887723
18.19700858609992,59.85232084982626
19.05460717963256,59.87618566909569
19.95262314968889,59.89802503810321
20.8929613085405,59.91800188363327
21.87761623949564,59.93626689929326
22.90867652767785,59.95295926965787
23.98832919019503,59.96820737892189
25.11886431509593,59.98212949970083
26.30267991895396,59.99483445702162
27.54228703338181,60.00642226412538
28.84031503126622,60.01698472854304
30.19951720402033,60.02660602608621
31.62277660168397,60.03536324254874
33.1131121482593,60.04332688255155
34.67368504525336,60.05056134560348
36.30780547701035,60.05712537001742
38.01893963205634,60.06307244515591
39.81071705534996,60.06845119325565
41.68693834703379,60.0733057214736
43.65158322401686,60.07767594561489
45.70881896148778,60.08159788649393
47.86300923226413,60.08510394030259
50.11872336272754,60.0882231239876
52.48074602497758,60.0909812968952
54.9540873857628,60.09340135975997
57.54399373371606,60.09550343205032
60.25595860743616,60.09730500862332
63.09573444801973,60.09882109658075
66.06934480076004,60.10006433307503
69.18309709189411,60.10104508482138
72.44359600749949,60.10177152982276
75.85775750291889,60.10224972183824
79.43282347242869,60.1024836379893
83.17637711026768,60.10247520976691
87.09635899560868,60.10222433758221
91.20108393559163,60.10172888902904
95.49925860214428,60.10098468065715
100.0000000000007,60.09998544323469
104.7128548050907,60.09872277015185
109.6478196143193,60.09718604863042
114.8153621496891,60.0953623732096
120.2264434617422,60.09323644087836
125.8925411794177,60.09079042717849
131.8256738556417,60.08800384238482
138.0384264602895,60.08485336676564
144.5439770745939,60.08131266389819
151.356124843622,60.07735217076038
158.4893192461126,60.07293886330243
165.9586907437574,60.06803599602871
173.7800828749389,60.06260281404271
181.9700858609998,60.05659423590267
190.5460717963263,60.04996050547674
199.5262314968896,60.04264681101208
208.9296130854057,60.03459286947727
218.7761623949571,60.0257324742453
229.0867652767792,60.01599300413134
239.8832919019511,60.00529489188803
251.1886431509601,59.99355105025206
263.0267991895404,59.98066625382009
275.422870333819,59.96653647521629
288.4031503126631,59.95104817427056
301.9951720402042,59.9340775393334
316.2277660168407,59.91548968033748
331.131121482594,59.89513777385572
346.7368504525347,59.87286216119723
363.0780547701045,59.84848940159118
380.1893963205646,59.82183128367812
398.1071705535009,59.79268379999364
416.8693834703392,59.76082609083402
436.51583224017,59.72601936588771
457.0881896148792,59.68800581435282
478.6300923226428,59.64650751690755
501.187233627277,59.60122537592054
524.8074602497775,59.55183808361035
549.5408738576297,59.49800115154827
575.4399373371623,59.43934602885161
602.5595860743634,59.37547934055887
630.9573444801993,59.30598228197897
660.6934480076023,59.23041020903077
691.8309709189432,59.1482924686384
724.4359600749972,59.05913251680605
758.5775750291913,58.96240837484562
794.3282347242895,58.85757347597185
831.7637711026795,58.744057954768
870.9635899560895,58.62127043043046
912.0108393559192,58.48860033077995
954.992586021446,58.34542079739797
1000.000000000011,58.19109220251438
1047.128548050911,58.0249662952057
1096.478196143197,57.8463909779402
1148.153621496895,57.65471569462508
1202.264434617426,57.44929738843949
1258.925411794181,57.22950696251914
1318.256738556422,56.99473614997453
1380.3842646029,56.74440467306495
1445.439770745944,56.47796754616416
1513.561248436225,56.194922355194
1584.893192461132,55.89481632927595
1659.58690743758,55.57725301017204
1737.800828749396,55.24189832311823
1819.700858610005,54.88848585988936
1905.460717963269,54.51682120180148
1995.262314968903,54.1267851365487
2089.296130854064,53.71833565726111
2187.761623949578,53.29150867321383
2290.8676527678,52.84641740689957
2398.832919019519,52.3832504989943
2511.88643150961,51.90226888825887
2630.267991895414,51.4038015748957
2754.2287033382,50.88824041097692
2884.031503126641,50.35603408847053
3019.951720402054,49.80768151303495
3162.277660168419,49.24372475976291
3311.311214825952,48.66474180580278
3467.36850452536,48.07133922522362
3630.780547701059,47.46414501505072
3801.89396320566,46.84380169977837
3981.071705535023,46.2109598366806
4168.693834703407,45.56627201763594
4365.158322401716,44.91038743654634
4570.88189614881,44.24394706606144
4786.300923226446,43.56757946423195
5011.872336272789,42.88189721157832
5248.074602497795,42.18749396226477
5495.408738576319,41.48494207972014
5754.399373371646,40.77479081706628
6025.595860743659,40.05756499583985
6309.573444802018,39.3337641323814
6606.934480076051,38.60386195950005
6918.309709189461,37.86830629117568
7244.359600750002,37.12751917971435
7585.775750291944,36.38189731753918
7943.282347242927,35.63181263933353
8317.637711026828,34.87761308426283
8709.63589956093,34.11962348224741
9120.108393559227,33.35814653254673
9549.925860214496,32.59346384710233
10000.00000000014,31.82583703506936
10471.28548050915,31.05550880867076
10964.78196143201,30.28270409389456
11481.53621496899,29.50763113259956
12022.6443461743,28.73048256529718
12589.25411794186,27.95143648624274
13182.56738556427,27.17065746451855
13803.84264602905,26.3882975265434
14454.39770745949,25.60449709692671
15135.61248436231,24.81938589582939
15848.93192461137,24.03308379201872
16595.86907437586,23.24570161164916
17378.00828749402,22.45734190347647
18197.00858610011,21.66809966175504
19054.60717963276,20.87806300848889
19952.6231496891,20.08731383703115
20892.96130854071,19.29592841926758
21877.61623949586,18.50397797879224
22908.67652767809,17.71152923260326
23988.32919019528,16.91864490391818
25118.86431509619,16.1253842087479
26302.67991895423,15.33180331887692
27542.2870333821,14.53795580388608
28840.31503126652,13.74389305482244
30199.51720402065,12.9496646920791
31622.7766016843,12.15531895998874
33113.11214825964,11.3609031105705
34673.68504525373,10.56646377879069
36307.80547701073,9.77204735160849
38018.93963205674,8.977700332973999
39810.71705535037,8.183469706822926
41686.93834703422,7.38940329996484
43651.58322401731,6.595550146582917
45708.81896148826,5.801960855839861
47863.00923226463,5.00868798380659
50118.72336272807,4.215786410576504
52480.74602497814,3.423313722977757
54954.08738576339,2.631330602719374
57543.99373371667,1.839901219065347
60255.95860743681,1.049093624177392
63095.73444802041,0.2589801480368223
66069.34480076074,-0.5303622117282467
69183.09709189484,-1.318851411828951
72443.59600750027,-2.106400006471824
75857.7575029197,-2.892914824446817
79432.82347242955,-3.678296697306229
83176.37711026857,-4.462440261475085
87096.35899560961,-5.245233864478818
91201.0839355926,-6.026559614976906
95499.2586021453,-6.806293628594303
100000.0000000018,-7.584306537481336
104712.8548050918,-8.360464352194594
109647.8196143205,-9.134629791281181
114815.3621496904,-9.906664228688447
120226.4434617435,-10.67643045413915
125892.541179419,-11.44379649987895
131825.6738556431,-12.20864086243733
138038.426460291,-12.97085954482085
144543.9770745954,-13.73037546831981
151356.1248436236,-14.48715096000758
158489.3192461143,-15.24120421836079
165958.6907437592,-15.99263090045506
173780.0828749408,-16.74163226149185
181970.0858610018,-17.48855160415661
190546.0717963284,-18.23392113773706
199526.2314968918,-18.97852164996705
208929.613085408,-19.72345754882432
218776.1623949595,-20.47024963909785
229086.7652767817,-21.22094712746698
239883.2919019537,-21.97825828515974
251188.6431509629,-22.7456952167842
263026.7991895434,-23.52772142508892
275422.8703338221,-24.32988060594324
288403.1503126663,-25.15887146652602
301995.1720402077,-26.02251849659969
316227.7660168443,-26.92957831205599
331131.1214825978,-27.88932562057106
346736.8504525386,-28.91089437615667
363078.0547701087,-30.0024150120149
380189.3963205689,-31.17007672907796
398107.1705535054,-32.4173186461051
416869.3834703439,-33.74436617984284
436515.8322401749,-35.14825120711721
457088.1896148844,-36.62331032940261
478630.0923226482,-38.16201414402914
501187.2336272827,-39.75590904861101
524807.4602497835,-41.39647159324259
549540.873857636,-43.07575281674936
575439.937337169,-44.78677734400527
602559.5860743704,-46.52372496238422
630957.3444802066,-48.28195156711203
660693.44800761,-50.05790928080427
691830.9709189512,-51.8490145883768
724435.9600750055,-53.65349837806878
758577.5750292001,-55.47025831148751
794328.2347242986,-57.29872392797998
831763.771102689,-59.13873834309258
870963.5899560995,-60.99045658885387
912010.8393559295,-62.85425871551038
954992.5860214568,-64.73067503219823
1000000.000000022,-66.62032081723189
1047128.548050923,-68.52383816442745
1096478.196143209,-70.44184316339432
1148153.621496908,-72.37487723050103
1202264.43461744,-74.3233620467423
1258925.411794195,-76.2875581703434
1318256.738556436,-78.26752793106542
1380384.264602916,-80.26310363426559
1445439.77074596,-82.2738623612359
1513561.248436242,-84.29910871162882
1584893.192461149,-86.33786667485364
1659586.907437598,-88.388881447434
1737800.828749415,-90.45063147059466
1819700.858610025,-92.52135031389138
1905460.71796329,-94.59905736350953
1995262.314968925,-96.68159568024566
2089296.130854087,-98.76667495316589
2187761.623949603,-100.8519172457572
2290867.652767826,-102.9349032326956
2398832.919019546,-105.0132168417319
2511886.431509638,-107.0844866007395
2630267.991895443,-109.1464224789389
2754228.70333823,-111.196847530948
2884031.503126673,-113.233724135105
3019951.720402087,-115.2551750107188
3162277.660168454,-117.2594994702574
3311311.214825989,-119.2451855017023
3467368.504525398,-121.2109182931524
3630780.547701099,-123.155585731477
3801893.963205702,-125.0782812640723
3981071.705535067,-126.9783043454279
4168693.834703453,-128.8551585335296
4365158.322401764,-130.7085471833026
4570881.89614886,-132.538366623449
4786300.923226498,-134.3446967059752
5011872.336272843,-136.1277886803508
5248074.602497852,-137.8880504535182
5495408.738576379,-139.6260294337862
5754399.373371709,-141.3423932994611
6025595.860743725,-143.0379091614618
6309573.444802087,-144.7134216867887
6606934.480076122,-146.3698308061904
6918309.709189535,-148.0080696410135
7244359.600750079,-149.6290832534931
7585775.750292026,-151.2338087588529
7943282.347243012,-152.8231572465918
8317637.711026917,-154.3979978531918
8709635.899561023,-155.9591442193728
9120108.393559325,-157.5073434602992
9549925.860214598,-159.0432676826806
10000000,-160.5675080019724
